34.0000	0.000000	0	0	0
90.3562	33.984474	34	24535	1
146.7125	34.881371	34	21828	1
203.0687	36.973446	34	21828	1
259.4250	37.882538	34	21828	1
315.7812	34.350201	34	24535	1
372.1374	35.870472	34	24535	1
428.4937	35.870472	34	24535	1
484.8499	35.870472	34	24535	1
541.2061	35.870472	34	24535	1
597.5624	35.870472	34	24535	1
653.9186	35.870472	34	24535	1
710.2749	35.870472	34	24535	1
766.6312	35.870472	34	24535	1
822.9874	35.870472	34	24535	1
879.3437	35.870472	34	24535	1
935.7000	35.870472	34	24535	1
992.0562	34.543987	34	24535	1
1048.4125	35.772427	34	21857	1
1104.7687	36.786465	60	21857	1
1161.1249	36.786465	60	21857	1
1217.4811	36.786465	60	21857	1
1273.8373	43.130787	269	21857	1
1330.1935	44.160721	291	21857	1
1386.5497	44.160721	291	21857	1
1442.9059	44.160721	291	21857	1
1499.2621	44.160721	291	21857	1
1555.6183	44.160721	291	21857	1
1611.9745	44.160721	291	21857	1
1668.3307	44.160721	291	21857	1
1724.6869	44.160721	291	21857	1
1781.0431	44.160721	291	21857	1
1837.3993	44.160721	291	21857	1
1893.7555	44.160721	291	21857	1
1950.1117	50.560574	1025	21828	1
2006.4679	50.560574	1025	21828	1
2062.8242	50.560574	1025	21828	1
2119.1804	50.560574	1025	21828	1
2175.5366	50.560574	1025	21828	1
2231.8928	50.560574	1025	21828	1
2288.2490	50.560574	1025	21828	1
2344.6052	50.560574	1025	21828	1
2400.9614	50.560574	1025	21828	1
2457.3176	50.560574	1025	21828	1
2513.6738	50.560574	1025	21828	1
2570.0300	50.560574	1025	21828	1
2626.3862	50.560574	1025	21828	1
2682.7424	50.560574	1025	21828	1
2739.0986	50.560574	1025	21828	1
2795.4548	50.560574	1025	21828	1
2851.8110	50.560574	1025	21828	1
2908.1672	50.560574	1025	21828	1
2964.5234	50.560574	1025	21828	1
3020.8796	50.560574	1025	21828	1
3077.2358	50.560574	1025	21828	1
3133.5920	50.560574	1025	21828	1
3189.9482	48.098019	1025	24535	1
3246.3044	44.226028	1025	24535	1
3302.6606	47.794010	1025	24535	1
3359.0168	51.219044	1025	24535	1
3415.3730	53.857868	1103	24535	1
3471.7292	53.857868	1103	24535	1
3528.0854	53.857868	1103	24535	1
3584.4417	53.857868	1103	24535	1
3640.7979	53.857868	1103	24535	1
3697.1541	53.857868	1103	24535	1
3753.5103	53.857868	1103	24535	1
3809.8665	53.857868	1103	24535	1
3866.2227	53.857868	1103	24535	1
3922.5789	53.857868	1103	24535	1
3978.9351	53.857868	1103	24535	1
4035.2913	53.857868	1103	24535	1
4091.6475	53.857868	1103	24535	1
4148.0039	53.857868	1103	24535	1
4204.3604	53.857868	1103	24535	1
4260.7168	57.741261	3277	24535	1
4317.0732	66.607834	3298	24535	1
4373.4297	66.607834	3298	24535	1
4429.7861	66.607834	3298	24535	1
4486.1426	66.607834	3298	24535	1
4542.4990	66.607834	3298	24535	1
4598.8555	66.607834	3298	24535	1
4655.2119	66.607834	3298	24535	1
4711.5684	66.607834	3298	24535	1
4767.9248	66.607834	3298	24535	1
4824.2812	66.607834	3298	24535	1
4880.6377	66.607834	3298	24535	1
4936.9941	66.607834	3298	24535	1
4993.3506	66.607834	3298	24535	1
5049.7070	66.607834	3298	24535	1
5106.0635	66.607834	3298	24535	1
5162.4199	66.607834	3298	24535	1
5218.7764	66.607834	3298	24535	1
5275.1328	66.607834	3298	24535	1
5331.4893	66.607834	3298	24535	1
5387.8457	66.607834	3298	24535	1
5444.2021	66.607834	3298	24535	1
5500.5586	66.607834	3298	24535	1
5556.9150	66.607834	3298	24535	1
5613.2715	66.607834	3298	24535	1
5669.6279	66.607834	3298	24535	1
5725.9844	66.607834	3298	24535	1
5782.3408	66.607834	3298	24535	1
5838.6973	66.607834	3298	24535	1
5895.0537	66.607834	3298	24535	1
5951.4102	66.607834	3298	24535	1
6007.7666	66.607834	3298	24535	1
6064.1230	66.607834	3298	24535	1
