26.0000	0.000000	0	0	0
68.4990	17.518753	26	65454	1
110.9980	20.160975	26	65454	1
153.4969	18.682785	26	65526	1
195.9959	15.698486	26	65526	1
238.4949	14.630274	26	65526	1
280.9939	14.630274	26	65526	1
323.4929	14.630274	26	65526	1
365.9919	14.630274	26	65526	1
408.4908	14.630274	26	65526	1
450.9898	14.630274	26	65526	1
493.4888	14.630274	26	65526	1
535.9878	14.630274	26	65526	1
578.4868	14.630274	26	65526	1
620.9857	14.630274	26	65526	1
663.4847	14.630274	26	65526	1
705.9836	14.630274	26	65526	1
748.4826	14.630274	26	65526	1
790.9816	14.630274	26	65526	1
833.4805	14.630274	26	65526	1
875.9795	14.630274	26	65526	1
918.4785	14.630274	26	65526	1
960.9774	14.630274	26	65526	1
1003.4764	14.630274	26	65526	1
1045.9753	14.934657	33	65454	1
1088.4744	14.934657	33	65454	1
1130.9734	14.934657	33	65454	1
1173.4724	14.934657	33	65454	1
1215.9714	14.934657	33	65454	1
1258.4705	14.934657	33	65454	1
1300.9695	14.713155	33	65526	1
1343.4685	10.843272	33	65454	1
1385.9675	10.843272	33	65454	1
1428.4666	10.682585	26	55114	1
1470.9656	10.682585	26	55114	1
1513.4646	10.682585	26	55114	1
1555.9636	10.682585	26	55114	1
1598.4626	10.682585	26	55114	1
1640.9617	10.682585	26	55114	1
1683.4607	10.682585	26	55114	1
1725.9597	10.682585	26	55114	1
1768.4587	10.682585	26	55114	1
1810.9578	10.682585	26	55114	1
1853.4568	10.682585	26	55114	1
1895.9558	10.682585	26	55114	1
1938.4548	10.682585	26	55114	1
1980.9539	10.682585	26	55114	1
2023.4529	10.682585	26	55114	1
2065.9519	10.682585	26	55114	1
2108.4509	10.682585	26	55114	1
2150.9500	10.682585	26	55114	1
2193.4490	10.682585	26	55114	1
2235.9480	10.682585	26	55114	1
2278.4470	10.682585	26	55114	1
2320.9460	10.682585	26	55114	1
2363.4451	10.682585	26	55114	1
2405.9441	10.682585	26	55114	1
2448.4431	10.682585	26	55114	1
2490.9421	10.318642	33	65526	1
2533.4412	12.726219	2458	65562	1
2575.9402	10.373211	33	65562	1
2618.4392	10.156356	33	65454	1
2660.9382	10.107106	26	55114	1
2703.4373	10.107106	26	55114	1
2745.9363	10.107106	26	55114	1
2788.4353	10.107106	26	55114	1
2830.9343	10.107106	26	55114	1
2873.4333	10.260886	26	55114	1
2915.9324	10.260886	26	55114	1
2958.4314	10.260886	26	55114	1
3000.9304	10.260886	26	55114	1
3043.4294	10.260886	26	55114	1
3085.9285	10.260886	26	55114	1
3128.4275	10.260886	26	55114	1
3170.9265	10.260886	26	55114	1
3213.4255	10.260886	26	55114	1
3255.9246	10.260886	26	55114	1
3298.4236	10.260886	26	55114	1
3340.9226	10.260886	26	55114	1
3383.4216	10.260886	26	55114	1
3425.9207	10.260886	26	55114	1
3468.4197	10.260886	26	55114	1
3510.9187	10.260886	26	55114	1
3553.4177	10.260886	26	55114	1
3595.9167	10.880871	2580	55114	1
3638.4158	10.880871	2580	55114	1
3680.9148	10.880871	2580	55114	1
3723.4138	10.880871	2580	55114	1
3765.9128	10.880871	2580	55114	1
3808.4119	10.880871	2580	55114	1
3850.9109	10.880871	2580	55114	1
3893.4099	10.880871	2580	55114	1
3935.9089	10.880871	2580	55114	1
3978.4080	10.880871	2580	55114	1
4020.9070	10.880871	2580	55114	1
4063.4060	10.880871	2580	55114	1
4105.9048	10.880871	2580	55114	1
4148.4038	10.880871	2580	55114	1
4190.9028	10.880871	2580	55114	1
4233.4019	10.880871	2580	55114	1
4275.9009	10.880871	2580	55114	1
4318.3999	10.880871	2580	55114	1
4360.8989	10.880871	2580	55114	1
4403.3979	10.880871	2580	55114	1
4445.8970	10.880871	2580	55114	1
4488.3960	10.880871	2580	55114	1
4530.8950	10.880871	2580	55114	1
4573.3940	10.880871	2580	55114	1
4615.8931	10.880871	2580	55114	1
4658.3921	10.880871	2580	55114	1
4700.8911	10.880871	2580	55114	1
4743.3901	10.880871	2580	55114	1
4785.8892	10.880871	2580	55114	1
4828.3882	10.880871	2580	55114	1
4870.8872	10.880871	2580	55114	1
4913.3862	10.880871	2580	55114	1
4955.8853	10.880871	2580	55114	1
4998.3843	10.880871	2580	55114	1
5040.8833	10.880871	2580	55114	1
5083.3823	10.880871	2580	55114	1
5125.8813	10.880871	2580	55114	1
5168.3804	10.880871	2580	55114	1
5210.8794	10.880871	2580	55114	1
5253.3784	10.880871	2580	55114	1
5295.8774	10.880871	2580	55114	1
5338.3765	10.880871	2580	55114	1
5380.8755	10.880871	2580	55114	1
5423.3745	10.880871	2580	55114	1
5465.8735	10.880871	2580	55114	1
5508.3726	10.880871	2580	55114	1
5550.8716	10.880871	2580	55114	1
5593.3706	10.880871	2580	55114	1
5635.8696	10.880871	2580	55114	1
5678.3687	10.880871	2580	55114	1
5720.8677	10.880871	2580	55114	1
5763.3667	10.880871	2580	55114	1
5805.8657	10.880871	2580	55114	1
5848.3647	10.880871	2580	55114	1
5890.8638	10.880871	2580	55114	1
5933.3628	10.880871	2580	55114	1
5975.8618	10.880871	2580	55114	1
6018.3608	10.880871	2580	55114	1
6060.8599	10.880871	2580	55114	1
6103.3589	10.880871	2580	55114	1
6145.8579	10.880871	2580	55114	1
6188.3569	10.880871	2580	55114	1
6230.8560	10.880871	2580	55114	1
6273.3550	10.880871	2580	55114	1
6315.8540	10.880871	2580	55114	1
6358.3530	10.880871	2580	55114	1
6400.8521	10.880871	2580	55114	1
6443.3511	10.880871	2580	55114	1
6485.8501	10.880871	2580	55114	1
6528.3491	10.880871	2580	55114	1
6570.8481	10.880871	2580	55114	1
6613.3472	10.880871	2580	55114	1
6655.8462	10.880871	2580	55114	1
6698.3452	10.880871	2580	55114	1
6740.8442	10.880871	2580	55114	1
6783.3433	10.880871	2580	55114	1
6825.8423	10.880871	2580	55114	1
6868.3413	10.880871	2580	55114	1
6910.8403	10.880871	2580	55114	1
6953.3394	10.880871	2580	55114	1
6995.8384	10.880871	2580	55114	1
7038.3374	10.880871	2580	55114	1
7080.8364	10.880871	2580	55114	1
7123.3354	10.880871	2580	55114	1
7165.8345	10.880871	2580	55114	1
7208.3335	10.880871	2580	55114	1
7250.8325	10.880871	2580	55114	1
7293.3315	10.880871	2580	55114	1
7335.8306	10.880871	2580	55114	1
7378.3296	10.880871	2580	55114	1
7420.8286	10.880871	2580	55114	1
7463.3276	10.880871	2580	55114	1
7505.8267	10.880871	2580	55114	1
7548.3257	10.880871	2580	55114	1
7590.8247	10.880871	2580	55114	1
7633.3237	10.880871	2580	55114	1
7675.8228	10.880871	2580	55114	1
7718.3218	10.880871	2580	55114	1
7760.8208	10.880871	2580	55114	1
7803.3198	14.041378	2597	51997	1
7845.8188	14.041378	2597	51997	1
7888.3179	8.045068	26	55114	1
7930.8169	7.732606	26	65562	1
7973.3159	7.416782	26	65562	1
8015.8149	6.387237	26	65565	1
8058.3140	6.117675	26	65565	1
8100.8130	6.149256	26	65565	1
8143.3120	5.390405	26	65562	1
8185.8110	4.837921	26	65565	1
8228.3096	4.804063	26	65562	1
8270.8086	4.494645	26	65562	1
8313.3076	4.177008	26	65544	1
8355.8066	3.622808	26	65460	1
8398.3057	3.371936	26	55114	1
8440.8047	3.255493	26	55114	1
8483.3037	3.323954	26	55114	1
8525.8027	3.337357	26	55114	1
8568.3018	3.481386	26	55114	1
8610.8008	3.373489	26	55114	1
8653.2998	3.322898	26	55114	1
8695.7988	3.341954	26	55114	1
8738.2979	3.357790	26	55114	1
8780.7969	3.372148	26	55114	1
8823.2959	3.400537	26	55114	1
8865.7949	3.475801	26	51997	1
8908.2939	3.553265	26	51997	1
8950.7930	3.510577	26	51997	1
8993.2920	3.465141	26	51997	1
9035.7910	3.427816	26	65442	1
9078.2900	5.139973	8054	10101	1
9120.7891	4.806373	8121	10101	1
9163.2881	3.465778	26	65442	1
9205.7871	3.483398	26	65445	1
9248.2861	3.483398	26	65445	1
