// CM008501.1
6130	89	12170	4.287e+00	9.108e-01	7.833e+00	3.059e+01
6133	90	12175	4.289e+00	9.108e-01	7.375e+00	2.881e+01
6139	101	12177	4.286e+00	9.108e-01	4.667e+00	1.822e+01
6143	105	12180	4.285e+00	8.096e-01	4.333e+00	1.503e+01
6153	123	12183	4.280e+00	8.096e-01	4.000e+00	1.386e+01
6164	138	12189	4.277e+00	8.096e-01	3.667e+00	1.270e+01
6165	139	12191	4.277e+00	8.096e-01	3.375e+00	1.169e+01
6176	151	12201	4.276e+00	8.096e-01	3.048e+00	1.055e+01
6183	152	12214	4.281e+00	8.096e-01	2.762e+00	9.572e+00
6206	173	12238	4.282e+00	8.096e-01	2.444e+00	8.474e+00
6222	194	12249	4.278e+00	7.084e-01	2.133e+00	6.466e+00
6228	199	12256	4.279e+00	6.072e-01	1.867e+00	4.850e+00
6229	200	12257	4.279e+00	5.060e-01	1.600e+00	3.464e+00
6234	207	12260	4.277e+00	4.048e-01	1.333e+00	2.309e+00
6239	208	12269	4.280e+00	3.036e-01	1.700e+00	2.209e+00
11516	10753	12278	5.412e-01	2.024e-01	1.250e+00	1.369e-01
11663	11040	12285	4.418e-01	2.024e-01	8.333e-01	7.453e-02
11665	11044	12286	4.408e-01	1.012e-01	5.000e-01	2.230e-02
11687	11081	12293	4.301e-01	1.012e-01	5.000e-01	2.176e-02
11689	11084	12294	4.294e-01	1.012e-01	5.000e-01	2.173e-02
11707	11092	12321	4.362e-01	1.012e-01	5.000e-01	2.207e-02
11723	11095	12351	4.457e-01	1.012e-01	5.000e-01	2.256e-02
11737	11096	12377	4.546e-01	1.012e-01	8.333e-01	3.834e-02
11742	11103	12380	4.532e-01	1.012e-01	8.333e-01	3.822e-02
11745	11107	12383	4.528e-01	1.012e-01	8.333e-01	3.819e-02
11762	11112	12411	4.610e-01	1.012e-01	8.333e-01	3.888e-02
11764	11114	12413	4.610e-01	1.012e-01	8.333e-01	3.888e-02
11774	11118	12429	4.653e-01	1.012e-01	8.333e-01	3.924e-02
11776	11121	12431	4.649e-01	1.012e-01	8.333e-01	3.921e-02
12080	11701	12459	2.690e-01	1.012e-01	8.333e-01	2.269e-02
12136	11806	12465	2.339e-01	1.012e-01	8.333e-01	1.972e-02
12166	11825	12507	2.420e-01	1.012e-01	8.333e-01	2.041e-02
12171	11831	12510	2.410e-01	1.012e-01	8.333e-01	2.032e-02
12186	11832	12540	2.513e-01	1.012e-01	8.333e-01	2.119e-02
12198	11850	12545	2.466e-01	1.012e-01	8.333e-01	2.080e-02
12206	11855	12556	2.488e-01	1.012e-01	8.333e-01	2.098e-02
12208	11856	12560	2.498e-01	1.012e-01	8.333e-01	2.107e-02
12220	11869	12571	2.491e-01	1.012e-01	8.333e-01	2.101e-02
12228	11883	12573	2.449e-01	1.012e-01	8.333e-01	2.065e-02
12236	11894	12577	2.424e-01	1.012e-11	5.000e-01	1.227e-12
12256	11920	12592	2.385e-01	1.012e-11	5.000e-01	1.207e-12
12278	11961	12595	2.250e-01	1.012e-11	5.000e-01	1.139e-12
12324	12045	12603	1.980e-01	1.012e-11	5.000e-01	1.002e-12
12343	12079	12607	1.874e-01	1.012e-11	7.500e-01	1.422e-12
12345	12081	12608	1.870e-01	1.012e-11	7.500e-01	1.420e-12
12362	12097	12626	1.877e-01	1.012e-11	7.500e-01	1.425e-12
12368	12106	12630	1.860e-01	1.012e-11	7.500e-01	1.411e-12
12492	12123	12860	2.615e-01	1.012e-11	2.222e-01	5.882e-13
13485	12130	14839	9.614e-01	1.012e-11	2.222e-01	2.162e-12
13512	12170	14854	9.525e-01	1.012e-11	2.222e-01	2.142e-12
13520	12175	14865	9.546e-01	1.012e-11	2.222e-01	2.147e-12
13527	12177	14876	9.578e-01	1.012e-11	2.222e-01	2.154e-12
13535	12180	14889	9.614e-01	1.012e-11	1.667e-01	1.622e-12
13570	12183	14957	9.844e-01	1.012e-11	1.667e-01	1.661e-12
13575	12189	14961	9.837e-01	1.012e-11	1.667e-01	1.659e-12
13577	12191	14962	9.834e-01	1.012e-11	1.667e-01	1.659e-12
13583	12201	14965	9.809e-01	1.012e-11	1.667e-01	1.655e-12
13592	12214	14969	9.777e-01	1.012e-11	1.667e-01	1.649e-12
13605	12238	14971	9.699e-01	1.012e-11	1.667e-01	1.636e-12
13615	12249	14980	9.692e-01	1.012e-11	1.667e-01	1.635e-12
13620	12256	14984	9.681e-01	1.012e-11	1.667e-01	1.633e-12
13623	12257	14989	9.695e-01	1.012e-11	1.667e-01	1.635e-12
13627	12260	14993	9.699e-01	1.012e-11	1.667e-01	1.636e-12
13632	12269	14994	9.671e-01	1.012e-11	1.667e-01	1.631e-12
13641	12278	15003	9.671e-01	1.012e-11	1.667e-01	1.631e-12
13645	12285	15004	9.649e-01	1.012e-11	1.667e-01	1.628e-12
13650	12286	15014	9.681e-01	1.012e-11	1.667e-01	1.633e-12
13663	12293	15032	9.720e-01	1.012e-11	1.667e-01	1.640e-12
13664	12294	15034	9.724e-01	1.012e-11	7.500e-01	7.381e-12
13678	12321	15035	9.632e-01	1.012e-11	1.000e+00	9.748e-12
13719	12351	15086	9.706e-01	1.012e-11	1.000e+00	9.823e-12
13745	12377	15113	9.710e-01	1.012e-11	1.000e+00	9.827e-12
13754	12380	15127	9.749e-01	1.012e-11	8.333e-01	8.222e-12
13756	12383	15128	9.742e-01	1.012e-11	8.333e-01	8.216e-12
13776	12411	15140	9.685e-01	1.012e-11	8.333e-01	8.168e-12
13786	12413	15159	9.745e-01	1.012e-11	8.333e-01	8.219e-12
14018	12429	15607	1.128e+00	1.012e-11	8.333e-01	9.512e-12
14020	12431	15608	1.127e+00	1.012e-11	8.333e-01	9.509e-12
14047	12459	15634	1.127e+00	1.012e-11	8.333e-01	9.503e-12
14051	12465	15637	1.126e+00	1.012e-11	8.333e-01	9.494e-12
14077	12507	15647	1.114e+00	1.012e-11	8.333e-01	9.398e-12
14079	12510	15648	1.114e+00	1.012e-11	8.889e-01	1.002e-11
14101	12540	15661	1.108e+00	1.012e-11	8.889e-01	9.964e-12
14105	12545	15664	1.107e+00	1.012e-11	8.889e-01	9.957e-12
14115	12556	15673	1.106e+00	1.012e-11	8.889e-01	9.951e-12
14120	12560	15679	1.107e+00	1.012e-11	8.889e-01	9.957e-12
14127	12571	15682	1.104e+00	1.012e-11	8.889e-01	9.932e-12
14131	12573	15688	1.105e+00	1.012e-11	8.889e-01	9.945e-12
14149	12577	15721	1.116e+00	1.012e-11	8.889e-01	1.004e-11
14182	12592	15772	1.129e+00	1.012e-11	8.889e-01	1.015e-11
14190	12595	15784	1.132e+00	1.012e-11	8.889e-01	1.018e-11
14202	12603	15800	1.135e+00	1.012e-11	1.083e+00	1.244e-11
14213	12607	15818	1.140e+00	1.012e-11	1.083e+00	1.249e-11
14217	12608	15826	1.142e+00	1.012e-11	1.250e+00	1.445e-11
14228	12626	15829	1.137e+00	1.012e-11	8.889e-01	1.023e-11
14231	12630	15832	1.136e+00	1.012e-11	8.889e-01	1.022e-11
14348	12860	15835	1.056e+00	1.012e-11	8.889e-01	9.498e-12
15339	14839	15838	3.545e-01	1.012e-11	8.333e-01	2.990e-12
15348	14854	15841	3.503e-01	1.012e-11	8.333e-01	2.954e-12
15355	14865	15844	3.474e-01	1.012e-11	8.333e-01	2.930e-12
15372	14876	15867	3.517e-01	1.012e-11	8.333e-01	2.966e-12
15379	14889	15868	3.474e-01	1.012e-11	8.333e-01	2.930e-12
